Iteration	Posterior	Likelihood	Prior	rate01	rate_log_sd	tree_length
0	-744.4346	-815.3825	70.94784	0.6425725	2.8833	0.5042291
6	-743.8013	-814.4068	70.6055	0.6468911	3.178322	0.3695977
12	-746.5284	-817.0785	70.55014	0.6634534	3.24842	0.4563835
18	-746.9725	-818.3953	71.42283	0.3540324	2.893085	0.5228954
24	-748.417	-819.4312	71.01426	0.6350126	2.826407	0.5228954
30	-752.7087	-823.5802	70.87158	0.81179	2.699482	0.6660966
36	-743.8219	-814.4675	70.64561	0.9008817	2.765385	0.7659226
42	-746.2155	-817.6014	71.38589	0.463148	2.5436	0.8621834
48	-746.1199	-816.6047	70.4848	1.207378	2.732725	0.5392421
54	-748.0327	-819.2616	71.22889	0.5611873	2.348622	1.063052
60	-756.683	-827.8085	71.12549	0.6866206	2.546059	0.7582601
66	-750.0779	-821.6941	71.61616	0.4277297	2.259736	0.9896498
72	-753.3372	-824.2527	70.91557	0.7799813	2.398607	1.032569
78	-744.7578	-815.3202	70.56231	0.657032	2.773809	1.157154
84	-746.3828	-817.344	70.96112	0.677356	2.677674	0.8197964
90	-751.9997	-822.6417	70.64203	0.6908245	2.42021	1.347716
96	-758.9431	-829.6508	70.70774	0.8363379	2.492298	1.078273
102	-756.053	-826.3917	70.33869	0.7514384	2.616117	1.371614
108	-763.8008	-835.043	71.24222	0.7114166	2.25902	0.9285795
114	-754.1028	-825.1718	71.069	0.7869006	2.331809	0.9360195
120	-750.8736	-821.8127	70.93909	0.6749552	2.651124	0.8825904
126	-749.7559	-820.6541	70.89818	0.6749552	2.517439	1.062779
132	-748.2165	-818.8221	70.60568	0.6661129	2.300023	1.493935
138	-754.3334	-825.4502	71.11675	0.4882412	2.527807	1.109085
144	-757.1968	-827.8506	70.65379	1.147346	2.162433	1.14132
150	-761.9737	-832.5196	70.54596	1.147346	2.349215	1.069212
156	-762.5518	-832.7338	70.18202	1.224953	2.335424	1.334947
162	-756.7331	-827.7192	70.98609	0.870119	2.473724	0.7434911
168	-754.7826	-826.1057	71.32312	0.6332216	2.447644	0.7168113
174	-763.0545	-834.2611	71.2066	0.6261002	2.625811	0.40278
180	-755.9986	-827.402	71.40338	0.3563165	2.887017	0.40278
186	-757.8644	-828.9106	71.04615	0.6795862	2.725097	0.4335002
192	-754.9743	-825.7232	70.74884	0.6188503	3.031787	0.3222103
198	-755.0527	-826.0031	70.95035	0.4611887	3.031787	0.2862242
204	-751.376	-822.5958	71.21981	0.309241	3.12234	0.3328114
210	-754.1812	-825.4034	71.2222	0.2667814	3.221577	0.3328114
216	-757.7935	-828.979	71.18541	0.3467339	3.119982	0.3927886
222	-762.5662	-833.0423	70.47617	0.7125273	3.066573	0.2489864
228	-762.3745	-833.1121	70.73763	0.5276383	3.08777	0.2587759
234	-757.3933	-827.7785	70.38512	0.6364004	3.144597	0.2021075
240	-751.2283	-821.8471	70.61881	0.5261862	3.144597	0.2283168
246	-749.9726	-820.5767	70.60406	0.5261862	3.19638	0.2449441
252	-747.9702	-818.7535	70.78337	0.7272847	2.891057	0.3650453
258	-745.9846	-817.0894	71.10479	0.5498559	2.852237	0.4335299
264	-748.1977	-819.1635	70.96585	0.519884	2.972644	0.3300053
270	-754.5799	-825.8168	71.23691	0.3733417	2.995244	0.3644557
276	-761.1433	-832.2044	71.06111	0.3733417	3.156867	0.3469922
